Metric,cpu,gpu1,gpu2,ndp,pLUTo-GSA-16,pLUTo-GSA-3DS-256,pLUTo-BSA-16,pLUTo-BSA-3DS-256,pLUTo-GMC-16,pLUTo-GMC-3DS-256,pLUTo-GMC-3DS-2048
Area (mm^2),359.25,754.00,628.00,114.552545,0.84,0.04,0.89,0.04,0.94,0.05,97.50
