time	V(n001)
Step Information: Run=1  (Run: 1/100)
3.804296874999996e-08	6.258674e-01
3.816015624999996e-08	6.261111e-01
3.827734374999996e-08	6.263371e-01
3.839453124999995e-08	6.265457e-01
3.851171874999995e-08	6.267377e-01
3.862890624999995e-08	6.269144e-01
3.886328124999995e-08	6.272272e-01
3.909765624999995e-08	6.274943e-01
3.944921874999994e-08	6.278293e-01
3.988281250000000e-08	6.281644e-01
4.001171875000000e-08	6.282520e-01
4.003515625000000e-08	6.282673e-01
4.008203125000000e-08	6.282973e-01
4.017578125000000e-08	6.283556e-01
4.029296874999999e-08	6.284261e-01
4.041015624999999e-08	6.284938e-01
4.052734374999999e-08	6.285588e-01
4.064453124999999e-08	6.286213e-01
4.076171874999999e-08	6.286815e-01
4.087890624999999e-08	6.287395e-01
4.099609374999999e-08	6.287955e-01
4.111328124999999e-08	6.288497e-01
4.123046874999999e-08	6.289022e-01
4.134765624999998e-08	6.289530e-01
4.146484374999998e-08	6.290023e-01
4.158203124999998e-08	6.290503e-01
4.169921874999998e-08	6.290968e-01
4.181640624999998e-08	6.291422e-01
4.193359374999998e-08	6.291863e-01
4.205078124999998e-08	6.292293e-01
4.216796874999998e-08	6.292713e-01
4.240234374999997e-08	6.293523e-01
4.275390624999997e-08	6.294672e-01
4.333984374999997e-08	6.296433e-01
4.400000000000000e-08	6.298226e-01
4.401171875000000e-08	6.298257e-01
4.403515624999999e-08	6.298317e-01
4.581640624999998e-08	6.302187e-01
4.839453124999995e-08	6.306230e-01
5.202734374999992e-08	6.310295e-01
5.730078124999987e-08	6.314466e-01
6.503515625000010e-08	6.318738e-01
7.640234375000064e-08	6.323076e-01
9.339453125000143e-08	6.327507e-01
1.131992187500024e-07	6.331142e-01
1.199374999999634e-07	6.332154e-01
1.200000000000000e-07	6.332163e-01
Step Information: Run=23  (Run: 23/100)
0.000000000000000e+00	0.000000e+00
1.171874952965771e-15	4.124322e-01
2.343749905931542e-15	5.499078e-01
4.687499811863085e-15	5.499057e-01
8.889791761750689e-15	5.499048e-01
1.729437566152590e-14	5.499030e-01
2.764758523357261e-14	5.499008e-01
4.835400437766604e-14	5.498964e-01
8.976684266585290e-14	5.498874e-01
1.725925192422266e-13	5.498697e-01
3.382438723949740e-13	5.498343e-01
6.695465787004690e-13	5.497637e-01
1.332151991311459e-12	5.496243e-01
2.657362816533438e-12	5.493516e-01
5.307784466977397e-12	5.488297e-01
1.060862776786531e-11	5.478728e-01
2.121031436964115e-11	5.462551e-01
4.241368757319282e-11	5.438991e-01
8.482043398029617e-11	5.412558e-01
1.696339267945029e-10	5.393072e-01
2.868214267945029e-10	5.389880e-01
4.040089267945029e-10	5.394359e-01
5.211964267945029e-10	5.400274e-01
6.383839267945029e-10	5.406950e-01
7.555714267945029e-10	5.414402e-01
8.727589267945030e-10	5.422463e-01
9.899464267945030e-10	5.430917e-01
1.107133926794503e-09	5.439591e-01
1.224321426794503e-09	5.448360e-01
1.282812500000000e-09	5.452744e-01
1.283017853589005e-09	5.452759e-01
1.283428560767015e-09	5.452790e-01
1.284249975123036e-09	5.452850e-01
1.285892803835076e-09	5.452971e-01
1.289178461259157e-09	5.453212e-01
1.295749776107319e-09	5.453689e-01
1.308892405803643e-09	5.454632e-01
1.335177665196291e-09	5.456491e-01
1.347429481214704e-09	5.457343e-01
1.371933113251531e-09	5.459012e-01
1.400000000000000e-09	5.460899e-01
1.402806688674847e-09	5.461069e-01
1.408420066024541e-09	5.461385e-01
1.419646820723928e-09	5.461915e-01
1.442100330122704e-09	5.462698e-01
1.487007348920254e-09	5.463724e-01
1.576821386515356e-09	5.465094e-01
1.694008886515356e-09	5.466541e-01
2.397133886515356e-09	5.473833e-01
3.334633886515357e-09	5.481079e-01
4.389321386515356e-09	5.486803e-01
5.678383886515353e-09	5.491455e-01
7.319008886515348e-09	5.495040e-01
9.545571386515357e-09	5.497584e-01
1.317838388651537e-08	5.499196e-01
1.528775888651538e-08	5.499544e-01
1.540000000000000e-08	5.499556e-01
1.541122411134846e-08	5.499362e-01
1.543367233404539e-08	5.498703e-01
1.547856877943924e-08	5.496586e-01
1.556836167022693e-08	5.491019e-01
1.568554917022693e-08	5.482749e-01
1.580273667022693e-08	5.474064e-01
1.591992417022693e-08	5.465358e-01
1.603711167022693e-08	5.456837e-01
1.615429917022693e-08	5.448681e-01
1.627148667022693e-08	5.441113e-01
1.638867417022692e-08	5.434307e-01
1.650586167022692e-08	5.428274e-01
1.662304917022692e-08	5.422814e-01
1.668281250000000e-08	5.420228e-01
1.680000000000000e-08	5.415366e-01
1.681171875000000e-08	5.415002e-01
1.683515625000000e-08	5.414438e-01
1.688203125000000e-08	5.413803e-01
1.697578125000000e-08	5.413322e-01
1.709296875000000e-08	5.413180e-01
2.000000000000000e-08	5.413036e-01
2.001171875000000e-08	5.413035e-01
2.003515625000000e-08	5.413034e-01
2.008203125000000e-08	5.413032e-01
2.017578125000000e-08	5.413030e-01
2.029296875000000e-08	5.413029e-01
2.041015625000000e-08	5.413028e-01
2.052734375000000e-08	5.413029e-01
2.064453124999999e-08	5.413030e-01
2.076171874999999e-08	5.413032e-01
2.087890624999999e-08	5.413034e-01
2.111328124999999e-08	5.413040e-01
2.158203124999999e-08	5.413057e-01
2.400000000000000e-08	5.413244e-01
2.401171875000000e-08	5.413245e-01
2.403515625000000e-08	5.413247e-01
2.476171874999999e-08	5.413358e-01
2.499609374999999e-08	5.413501e-01
2.511328124999999e-08	5.413658e-01
2.523046874999999e-08	5.413932e-01
2.534765624999999e-08	5.414410e-01
2.546484374999999e-08	5.415236e-01
2.558203124999998e-08	5.416625e-01
2.569921874999998e-08	5.418884e-01
2.581640624999998e-08	5.422409e-01
2.593359374999998e-08	5.427661e-01
2.605078124999998e-08	5.435133e-01
2.616796874999998e-08	5.445303e-01
2.628515624999998e-08	5.458596e-01
2.640234374999998e-08	5.475358e-01
2.675390624999997e-08	5.548307e-01
2.687109374999997e-08	5.580078e-01
2.698828124999997e-08	5.615049e-01
2.710546874999997e-08	5.652595e-01
2.722265624999997e-08	5.691941e-01
2.733984374999997e-08	5.732251e-01
2.745703124999997e-08	5.772698e-01
2.757421874999997e-08	5.812507e-01
2.769140624999996e-08	5.850999e-01
2.780859374999996e-08	5.887606e-01
2.792578124999996e-08	5.921887e-01
2.816015624999996e-08	5.982342e-01
2.839453124999996e-08	6.031278e-01
2.851171874999996e-08	6.051520e-01
2.862890624999996e-08	6.069134e-01
2.874609374999995e-08	6.084318e-01
2.886328124999995e-08	6.097292e-01
2.898046874999995e-08	6.108288e-01
2.909765624999995e-08	6.117535e-01
2.921484374999995e-08	6.125253e-01
2.933203124999995e-08	6.131651e-01
2.944921874999995e-08	6.136915e-01
2.956640624999995e-08	6.141212e-01
2.968359374999995e-08	6.144690e-01
2.980078124999994e-08	6.147515e-01
2.988281250000001e-08	6.149104e-01
3.001171875000000e-08	6.151163e-01
3.008203125000000e-08	6.151972e-01
3.017578125000000e-08	6.152817e-01
3.029296875000000e-08	6.153575e-01
3.041015625000000e-08	6.154007e-01
3.052734375000000e-08	6.154119e-01
3.064453124999999e-08	6.153928e-01
3.076171874999999e-08	6.153448e-01
3.087890624999999e-08	6.152704e-01
3.099609374999999e-08	6.151768e-01
3.111328124999999e-08	6.150756e-01
3.123046874999999e-08	6.149781e-01
3.134765624999999e-08	6.148913e-01
3.146484374999999e-08	6.148165e-01
3.158203124999999e-08	6.147523e-01
3.169921874999998e-08	6.146969e-01
3.181640624999998e-08	6.146494e-01
3.193359374999998e-08	6.146095e-01
3.205078124999998e-08	6.145769e-01
3.228515624999998e-08	6.145334e-01
3.251953124999998e-08	6.145186e-01
3.275390624999997e-08	6.145340e-01
3.310546874999997e-08	6.146193e-01
3.345703124999997e-08	6.147869e-01
3.388281250000000e-08	6.151135e-01
3.400000000000000e-08	6.152281e-01
3.401171875000000e-08	6.152406e-01
3.403515625000000e-08	6.152661e-01
3.408203124999999e-08	6.153206e-01
3.417578125000000e-08	6.154400e-01
3.429296874999999e-08	6.156047e-01
3.464453124999999e-08	6.161872e-01
3.499609374999999e-08	6.168834e-01
3.534765624999998e-08	6.176790e-01
3.558203124999998e-08	6.182557e-01
3.581640624999998e-08	6.188628e-01
3.605078124999998e-08	6.194942e-01
3.628515624999997e-08	6.201432e-01
3.651953124999997e-08	6.208023e-01
3.663671874999997e-08	6.211329e-01
3.675390624999997e-08	6.214627e-01
3.687109374999997e-08	6.217905e-01
3.698828124999997e-08	6.221149e-01
3.710546874999997e-08	6.224346e-01
3.722265624999997e-08	6.227484e-01
3.733984374999996e-08	6.230547e-01
3.745703124999996e-08	6.233523e-01
3.757421874999996e-08	6.236400e-01
3.780859374999996e-08	6.241806e-01
3.792578124999996e-08	6.244313e-01
3.804296874999996e-08	6.246678e-01
3.816015624999996e-08	6.248896e-01
3.827734374999996e-08	6.250964e-01
3.839453124999995e-08	6.252884e-01
3.851171874999995e-08	6.254662e-01
3.862890624999995e-08	6.256307e-01
3.886328124999995e-08	6.259235e-01
3.909765624999995e-08	6.261753e-01
3.944921874999994e-08	6.264931e-01
3.988281250000000e-08	6.268131e-01
4.001171875000000e-08	6.268970e-01
4.003515625000000e-08	6.269116e-01
4.008203125000000e-08	6.269404e-01
4.017578125000000e-08	6.269964e-01
4.029296874999999e-08	6.270641e-01
4.041015624999999e-08	6.271292e-01
4.052734374999999e-08	6.271917e-01
4.064453124999999e-08	6.272519e-01
4.076171874999999e-08	6.273098e-01
4.087890624999999e-08	6.273658e-01
4.099609374999999e-08	6.274198e-01
4.111328124999999e-08	6.274720e-01
4.123046874999999e-08	6.275227e-01
4.134765624999998e-08	6.275718e-01
4.146484374999998e-08	6.276195e-01
4.158203124999998e-08	6.276658e-01
4.169921874999998e-08	6.277109e-01
4.181640624999998e-08	6.277547e-01
4.193359374999998e-08	6.277975e-01
4.205078124999998e-08	6.278392e-01
4.216796874999998e-08	6.278799e-01
4.228515624999998e-08	6.279196e-01
4.251953124999997e-08	6.279964e-01
4.287109374999997e-08	6.281054e-01
4.345703124999996e-08	6.282731e-01
4.400000000000000e-08	6.284152e-01
4.401171875000000e-08	6.284181e-01
4.403515624999999e-08	6.284240e-01
4.581640624999998e-08	6.288020e-01
4.827734374999995e-08	6.291825e-01
5.179296874999992e-08	6.295748e-01
5.683203124999987e-08	6.299757e-01
6.421484375000006e-08	6.303894e-01
7.499609375000057e-08	6.308098e-01
9.105078125000132e-08	6.312408e-01
1.133164062500024e-07	6.316526e-01
1.199374999999634e-07	6.317507e-01
1.200000000000000e-07	6.317516e-01
Step Information: Run=24  (Run: 24/100)
0.000000000000000e+00	0.000000e+00
1.171874952965771e-15	4.124308e-01
2.343749905931542e-15	5.499059e-01
4.687499811863085e-15	5.499037e-01
8.857653848910011e-15	5.499029e-01
1.719796192300386e-14	5.499011e-01
2.761696286155254e-14	5.498990e-01
4.845496473864988e-14	5.498946e-01
9.013096849284458e-14	5.498859e-01
1.734829760012340e-13	5.498685e-01
3.401869910180127e-13	5.498338e-01
6.735950210515703e-13	5.497648e-01
1.340411081118685e-12	5.496281e-01
2.674043201252916e-12	5.493609e-01
5.341307441521376e-12	5.488492e-01
1.067583592205830e-11	5.479102e-01
2.134489288313214e-11	5.463207e-01
4.268300680527982e-11	5.440001e-01
8.535923464957519e-11	5.413874e-01
1.707116903381659e-10	5.394469e-01
2.878991903381659e-10	5.391112e-01
4.050866903381659e-10	5.395264e-01
5.222741903381660e-10	5.400741e-01
6.394616903381660e-10	5.406883e-01
7.566491903381660e-10	5.413727e-01
8.738366903381660e-10	5.421121e-01
9.910241903381659e-10	5.428874e-01
1.108211690338166e-09	5.436827e-01
1.225399190338166e-09	5.444870e-01
1.282812500000000e-09	5.448819e-01
1.285173380676331e-09	5.448980e-01
1.289895142028993e-09	5.449302e-01
1.299338664734317e-09	5.449939e-01
1.318225710144965e-09	5.451187e-01
1.355999800966260e-09	5.453617e-01
1.400000000000000e-09	5.456378e-01
1.404400019903374e-09	5.456624e-01
1.413200059710122e-09	5.457062e-01
1.430800139323618e-09	5.457749e-01
1.466000298550610e-09	5.458692e-01
1.536400617004594e-09	5.459920e-01
1.653588117004594e-09	5.461455e-01
2.591088117004595e-09	5.471187e-01
3.528588117004596e-09	5.478422e-01
4.700463117004594e-09	5.484932e-01
6.106713117004590e-09	5.490175e-01
7.864525617004589e-09	5.494211e-01
1.020827561700460e-08	5.497104e-01
1.395827561700462e-08	5.498991e-01
1.532905123400923e-08	5.499294e-01
1.540000000000000e-08	5.499307e-01
1.540709487659908e-08	5.499228e-01
1.542128462979723e-08	5.498940e-01
1.544966413619354e-08	5.497944e-01
1.550642314898615e-08	5.495080e-01
1.561994117457137e-08	5.488127e-01
1.573712867457137e-08	5.480314e-01
1.585431617457137e-08	5.472304e-01
1.597150367457137e-08	5.464380e-01
1.608869117457137e-08	5.456698e-01
1.620587867457137e-08	5.449439e-01
1.632306617457136e-08	5.442803e-01
1.644025367457136e-08	5.436895e-01
1.655744117457136e-08	5.431645e-01
1.669918015085728e-08	5.425859e-01
1.677112461255770e-08	5.423144e-01
1.680000000000000e-08	5.422074e-01
1.680288753874423e-08	5.421975e-01
1.680866261623269e-08	5.421790e-01
1.682021277120960e-08	5.421481e-01
1.684331308116344e-08	5.421038e-01
1.688951370107112e-08	5.420550e-01
1.698191494088646e-08	5.420179e-01
1.709910244088646e-08	5.420071e-01
1.768503994088646e-08	5.420048e-01
2.000000000000000e-08	5.419960e-01
2.001171875000000e-08	5.419959e-01
2.003515625000000e-08	5.419959e-01
2.008203125000000e-08	5.419958e-01
2.017578125000000e-08	5.419957e-01
2.029296875000000e-08	5.419957e-01
2.041015625000000e-08	5.419958e-01
2.052734375000000e-08	5.419961e-01
2.064453124999999e-08	5.419964e-01
2.076171874999999e-08	5.419967e-01
2.087890624999999e-08	5.419971e-01
2.111328124999999e-08	5.419981e-01
2.169921874999998e-08	5.420011e-01
2.400000000000000e-08	5.420233e-01
2.401171875000000e-08	5.420234e-01
2.403515625000000e-08	5.420237e-01
2.476171874999999e-08	5.420362e-01
2.499609374999999e-08	5.420516e-01
2.511328124999999e-08	5.420680e-01
2.523046874999999e-08	5.420966e-01
2.534765624999999e-08	5.421462e-01
2.546484374999999e-08	5.422312e-01
2.558203124999998e-08	5.423733e-01
2.569921874999998e-08	5.426032e-01
2.581640624999998e-08	5.429600e-01
2.593359374999998e-08	5.434894e-01
2.605078124999998e-08	5.442395e-01
2.616796874999998e-08	5.452573e-01
2.628515624999998e-08	5.465844e-01
2.640234374999998e-08	5.482544e-01
2.675390624999997e-08	5.554988e-01
2.687109374999997e-08	5.586452e-01
2.698828124999997e-08	5.621026e-01
2.710546874999997e-08	5.658065e-01
2.722265624999997e-08	5.696781e-01
2.733984374999997e-08	5.736324e-01
2.745703124999997e-08	5.775859e-01
2.757421874999997e-08	5.814612e-01
2.769140624999996e-08	5.851909e-01
2.780859374999996e-08	5.887198e-01
2.792578124999996e-08	5.920060e-01
2.827734374999996e-08	6.001834e-01
2.839453124999996e-08	6.023321e-01
2.851171874999996e-08	6.042067e-01
2.862890624999996e-08	6.058251e-01
2.874609374999995e-08	6.072090e-01
2.886328124999995e-08	6.083816e-01
2.898046874999995e-08	6.093671e-01
2.909765624999995e-08	6.101886e-01
2.921484374999995e-08	6.108685e-01
2.933203124999995e-08	6.114268e-01
2.944921874999995e-08	6.118819e-01
2.956640624999995e-08	6.122499e-01
2.968359374999995e-08	6.125445e-01
2.980078124999994e-08	6.127813e-01
2.988281250000001e-08	6.129131e-01
3.001171875000000e-08	6.130815e-01
3.008203125000000e-08	6.131458e-01
3.017578125000000e-08	6.132112e-01
3.029296875000000e-08	6.132667e-01
3.041015625000000e-08	6.132935e-01
3.052734375000000e-08	6.132921e-01
3.064453124999999e-08	6.132638e-01
3.076171874999999e-08	6.132094e-01
3.087890624999999e-08	6.131306e-01
3.099609374999999e-08	6.130328e-01
3.111328124999999e-08	6.129264e-01
3.123046874999999e-08	6.128232e-01
3.134765624999999e-08	6.127315e-01
3.146484374999999e-08	6.126544e-01
3.158203124999999e-08	6.125910e-01
3.169921874999998e-08	6.125390e-01
3.181640624999998e-08	6.124964e-01
3.193359374999998e-08	6.124621e-01
3.205078124999998e-08	6.124353e-01
3.228515624999998e-08	6.124028e-01
3.251953124999998e-08	6.123981e-01
3.275390624999997e-08	6.124229e-01
3.310546874999997e-08	6.125200e-01
3.345703124999997e-08	6.126971e-01
3.388281250000000e-08	6.130316e-01
3.400000000000000e-08	6.131478e-01
3.401171875000000e-08	6.131604e-01
3.403515625000000e-08	6.131862e-01
3.408203124999999e-08	6.132412e-01
3.417578125000000e-08	6.133615e-01
3.429296874999999e-08	6.135271e-01
3.464453124999999e-08	6.141113e-01
3.499609374999999e-08	6.148053e-01
3.534765624999998e-08	6.155929e-01
3.558203124999998e-08	6.161614e-01
3.581640624999998e-08	6.167583e-01
3.605078124999998e-08	6.173781e-01
3.628515624999997e-08	6.180142e-01
3.651953124999997e-08	6.186594e-01
3.663671874999997e-08	6.189829e-01
3.675390624999997e-08	6.193053e-01
3.687109374999997e-08	6.196257e-01
3.698828124999997e-08	6.199425e-01
3.710546874999997e-08	6.202548e-01
3.722265624999997e-08	6.205610e-01
3.733984374999996e-08	6.208599e-01
3.745703124999996e-08	6.211501e-01
3.769140624999996e-08	6.216997e-01
3.780859374999996e-08	6.219567e-01
3.792578124999996e-08	6.222005e-01
3.804296874999996e-08	6.224302e-01
3.816015624999996e-08	6.226454e-01
3.827734374999996e-08	6.228459e-01
3.839453124999995e-08	6.230318e-01
3.851171874999995e-08	6.232038e-01
3.862890624999995e-08	6.233625e-01
3.886328124999995e-08	6.236448e-01
3.909765624999995e-08	6.238871e-01
3.944921874999994e-08	6.241922e-01
3.988281250000000e-08	6.244987e-01
4.001171875000000e-08	6.245790e-01
4.003515625000000e-08	6.245930e-01
4.008203125000000e-08	6.246205e-01
4.017578125000000e-08	6.246741e-01
4.029296874999999e-08	6.247389e-01
4.041015624999999e-08	6.248012e-01
4.052734374999999e-08	6.248609e-01
4.064453124999999e-08	6.249185e-01
4.076171874999999e-08	6.249739e-01
4.087890624999999e-08	6.250274e-01
4.099609374999999e-08	6.250790e-01
4.111328124999999e-08	6.251290e-01
4.123046874999999e-08	6.251774e-01
4.134765624999998e-08	6.252243e-01
4.146484374999998e-08	6.252698e-01
4.158203124999998e-08	6.253141e-01
4.169921874999998e-08	6.253572e-01
4.181640624999998e-08	6.253991e-01
4.193359374999998e-08	6.254399e-01
4.205078124999998e-08	6.254797e-01
4.228515624999998e-08	6.255565e-01
4.263671874999997e-08	6.256652e-01
4.333984374999997e-08	6.258633e-01
4.400000000000000e-08	6.260297e-01
4.401171875000000e-08	6.260325e-01
4.403515624999999e-08	6.260381e-01
4.581640624999998e-08	6.263982e-01
4.827734374999995e-08	6.267596e-01
5.179296874999992e-08	6.271314e-01
5.694921874999987e-08	6.275182e-01
6.433203125000007e-08	6.279069e-01
7.523046875000058e-08	6.283059e-01
9.140234375000134e-08	6.287128e-01
1.127304687500023e-07	6.290853e-01
1.199374999999634e-07	6.291865e-01
1.200000000000000e-07	6.291873e-01
Step Information: Run=25  (Run: 25/100)
0.000000000000000e+00	0.000000e+00
1.171874952965771e-15	4.206751e-01
2.211172983753453e-15	5.499080e-01
4.289769045328816e-15	5.499058e-01
8.446961168479542e-15	5.499049e-01
1.676134541478099e-14	5.499032e-01
2.682640850704224e-14	5.499010e-01
4.695653469156472e-14	5.498967e-01
8.721678706060970e-14	5.498879e-01
1.677372917986996e-13	5.498705e-01
3.287783012748796e-13	5.498357e-01
6.508603202272394e-13	5.497665e-01
1.295024358131959e-12	5.496296e-01
2.583352433941398e-12	5.493617e-01
5.160008585560276e-12	5.488489e-01
1.031332088879803e-11	5.479079e-01
2.061994549527355e-11	5.463148e-01
4.123319470822457e-11	5.439886e-01
8.245969313412663e-11	5.413660e-01
1.649126899859307e-10	5.394146e-01
2.821001899859307e-10	5.390556e-01
3.992876899859307e-10	5.394670e-01
5.164751899859307e-10	5.400174e-01
6.336626899859307e-10	5.406375e-01
7.508501899859308e-10	5.413304e-01
8.680376899859308e-10	5.420805e-01
9.852251899859307e-10	5.428677e-01
1.102412689985931e-09	5.436760e-01
1.219600189985931e-09	5.444936e-01
1.282812500000000e-09	5.449347e-01
1.400000000000000e-09	5.457504e-01
1.411718750000000e-09	5.458108e-01
1.435156250000000e-09	5.459054e-01
1.482031250000000e-09	5.460241e-01
1.575781250000000e-09	5.461682e-01
1.692968750000000e-09	5.463070e-01
2.396093750000001e-09	5.470196e-01
3.333593750000001e-09	5.477645e-01
4.388281250000000e-09	5.483849e-01
5.677343749999997e-09	5.489156e-01
7.200781249999993e-09	5.493228e-01
9.310156250000001e-09	5.496457e-01
1.235703125000002e-08	5.498577e-01
1.528671875000002e-08	5.499372e-01
1.540000000000000e-08	5.499391e-01
1.541132812500000e-08	5.499204e-01
1.543398437499999e-08	5.498569e-01
1.547929687499998e-08	5.496544e-01
1.556992187499996e-08	5.491253e-01
1.568710937499996e-08	5.483512e-01
1.580429687499996e-08	5.475413e-01
1.592148437499996e-08	5.467304e-01
1.603867187499996e-08	5.459372e-01
1.615585937499996e-08	5.451784e-01
1.627304687499996e-08	5.444747e-01
1.639023437499996e-08	5.438425e-01
1.650742187499996e-08	5.432822e-01
1.662460937499995e-08	5.427748e-01
1.673203124999427e-08	5.423463e-01
1.678437499983815e-08	5.421472e-01
1.680000000000000e-08	5.420884e-01
1.680156250001618e-08	5.420828e-01
1.680468750004855e-08	5.420721e-01
1.681093750011329e-08	5.420526e-01
1.682343750024276e-08	5.420205e-01
1.684843750050171e-08	5.419760e-01
1.689843750101961e-08	5.419292e-01
1.699843750205542e-08	5.418956e-01
1.711562500205542e-08	5.418869e-01
2.000000000000000e-08	5.418787e-01
2.001171875000000e-08	5.418787e-01
2.003515625000000e-08	5.418786e-01
2.008203125000000e-08	5.418786e-01
2.017578125000000e-08	5.418786e-01
2.029296875000000e-08	5.418787e-01
2.041015625000000e-08	5.418789e-01
2.052734375000000e-08	5.418793e-01
2.064453124999999e-08	5.418797e-01
2.076171874999999e-08	5.418802e-01
2.087890624999999e-08	5.418807e-01
2.111328124999999e-08	5.418819e-01
2.169921874999998e-08	5.418855e-01
2.400000000000000e-08	5.419097e-01
2.401171875000000e-08	5.419099e-01
2.403515625000000e-08	5.419101e-01
2.476171874999999e-08	5.419235e-01
2.499609374999999e-08	5.419403e-01
2.511328124999999e-08	5.419586e-01
2.523046874999999e-08	5.419904e-01
2.534765624999999e-08	5.420457e-01
2.546484374999999e-08	5.421403e-01
2.558203124999998e-08	5.422976e-01
2.569921874999998e-08	5.425498e-01
2.581640624999998e-08	5.429366e-01
2.593359374999998e-08	5.435029e-01
2.605078124999998e-08	5.442953e-01
2.616796874999998e-08	5.453571e-01
2.628515624999998e-08	5.467262e-01
2.640234374999998e-08	5.484323e-01
2.663671874999997e-08	5.529211e-01
2.675390624999997e-08	5.557026e-01
2.687109374999997e-08	5.588113e-01
2.698828124999997e-08	5.621987e-01
2.710546874999997e-08	5.657992e-01
2.722265624999997e-08	5.695373e-01
2.733984374999997e-08	5.733348e-01
2.745703124999997e-08	5.771160e-01
2.757421874999997e-08	5.808122e-01
2.769140624999996e-08	5.843642e-01
2.780859374999996e-08	5.877236e-01
2.792578124999996e-08	5.908538e-01
2.827734374999996e-08	5.986764e-01
2.839453124999996e-08	6.007475e-01
2.851171874999996e-08	6.025632e-01
2.862890624999996e-08	6.041396e-01
2.874609374999995e-08	6.054957e-01
2.886328124999995e-08	6.066526e-01
2.898046874999995e-08	6.076317e-01
2.909765624999995e-08	6.084541e-01
2.921484374999995e-08	6.091400e-01
2.933203124999995e-08	6.097080e-01
2.944921874999995e-08	6.101748e-01
2.956640624999995e-08	6.105556e-01
2.968359374999995e-08	6.108633e-01
2.980078124999994e-08	6.111127e-01
2.988281250000001e-08	6.112527e-01
3.001171875000000e-08	6.114332e-01
3.008203125000000e-08	6.115032e-01
3.017578125000000e-08	6.115752e-01
3.029296875000000e-08	6.116377e-01
3.041015625000000e-08	6.116698e-01
3.052734375000000e-08	6.116720e-01
3.064453124999999e-08	6.116458e-01
3.076171874999999e-08	6.115925e-01
3.087890624999999e-08	6.115157e-01
3.099609374999999e-08	6.114240e-01
3.111328124999999e-08	6.113303e-01
3.123046874999999e-08	6.112462e-01
3.134765624999999e-08	6.111782e-01
3.146484374999999e-08	6.111264e-01
3.158203124999999e-08	6.110885e-01
3.169921874999998e-08	6.110615e-01
3.181640624999998e-08	6.110435e-01
3.193359374999998e-08	6.110335e-01
3.216796874999998e-08	6.110356e-01
3.240234374999998e-08	6.110671e-01
3.263671874999998e-08	6.111296e-01
3.298828124999997e-08	6.112878e-01
3.333984374999997e-08	6.115322e-01
3.369140624999997e-08	6.118734e-01
3.400000000000000e-08	6.122591e-01
3.401171875000000e-08	6.122758e-01
3.403515625000000e-08	6.123100e-01
3.408203124999999e-08	6.123819e-01
3.417578125000000e-08	6.125368e-01
3.429296874999999e-08	6.127467e-01
3.476171874999999e-08	6.137393e-01
3.511328124999999e-08	6.146231e-01
3.546484374999998e-08	6.156071e-01
3.569921874999998e-08	6.163082e-01
3.593359374999998e-08	6.170375e-01
3.616796874999998e-08	6.177875e-01
3.640234374999997e-08	6.185500e-01
3.651953124999997e-08	6.189328e-01
3.663671874999997e-08	6.193150e-01
3.675390624999997e-08	6.196949e-01
3.687109374999997e-08	6.200712e-01
3.698828124999997e-08	6.204423e-01
3.710546874999997e-08	6.208065e-01
3.722265624999997e-08	6.211622e-01
3.733984374999996e-08	6.215077e-01
3.745703124999996e-08	6.218415e-01
3.757421874999996e-08	6.221623e-01
3.780859374999996e-08	6.227591e-01
3.792578124999996e-08	6.230329e-01
3.804296874999996e-08	6.232894e-01
3.816015624999996e-08	6.235280e-01
3.827734374999996e-08	6.237489e-01
3.839453124999995e-08	6.239524e-01
3.851171874999995e-08	6.241396e-01
3.862890624999995e-08	6.243114e-01
3.886328124999995e-08	6.246147e-01
3.909765624999995e-08	6.248727e-01
3.944921874999994e-08	6.251948e-01
3.988281250000000e-08	6.255155e-01
4.001171875000000e-08	6.255991e-01
4.003515625000000e-08	6.256137e-01
4.008203125000000e-08	6.256423e-01
4.017578125000000e-08	6.256979e-01
4.029296874999999e-08	6.257651e-01
4.041015624999999e-08	6.258295e-01
4.052734374999999e-08	6.258914e-01
4.064453124999999e-08	6.259508e-01
4.076171874999999e-08	6.260080e-01
4.087890624999999e-08	6.260632e-01
4.099609374999999e-08	6.261164e-01
4.111328124999999e-08	6.261678e-01
4.123046874999999e-08	6.262176e-01
4.134765624999998e-08	6.262659e-01
4.146484374999998e-08	6.263127e-01
4.158203124999998e-08	6.263582e-01
4.169921874999998e-08	6.264023e-01
4.181640624999998e-08	6.264453e-01
4.193359374999998e-08	6.264872e-01
4.205078124999998e-08	6.265280e-01
4.216796874999998e-08	6.265678e-01
4.240234374999997e-08	6.266447e-01
4.275390624999997e-08	6.267536e-01
4.369140624999996e-08	6.270132e-01
4.400000000000000e-08	6.270906e-01
4.401171875000000e-08	6.270934e-01
4.403515624999999e-08	6.270992e-01
4.581640624999998e-08	6.274649e-01
4.827734374999995e-08	6.278297e-01
5.179296874999992e-08	6.282032e-01
5.694921874999987e-08	6.285903e-01
6.444921875000008e-08	6.289834e-01
7.546484375000059e-08	6.293828e-01
9.175390625000136e-08	6.297877e-01
1.131992187500024e-07	6.301573e-01
1.199374999999634e-07	6.302509e-01
1.200000000000000e-07	6.302517e-01
Step Information: Run=26  (Run: 26/100)
0.000000000000000e+00	0.000000e+00
1.171874952965771e-15	4.199495e-01
2.222204692530309e-15	5.499049e-01
4.322864171659384e-15	5.499027e-01
