time	V(bitline0)
Step Information: Run=1  (Run: 1/100)
2.029296875000000e-008	5.416355e-001
2.041015625000000e-008	5.416355e-001
2.052734375000000e-008	5.416356e-001
2.064453124999999e-008	5.416358e-001
2.076171874999999e-008	5.416361e-001
2.087890624999999e-008	5.416365e-001
2.111328124999999e-008	5.416372e-001
2.158203124999999e-008	5.416393e-001
2.400000000000000e-008	5.416604e-001
2.401171875000000e-008	5.416604e-001
2.403515625000000e-008	5.416605e-001
2.487890624999999e-008	5.416733e-001
2.511328124999999e-008	5.416862e-001
2.523046874999999e-008	5.416995e-001
2.534765624999999e-008	5.417222e-001
2.546484374999999e-008	5.417613e-001
2.558203124999999e-008	5.418280e-001
2.569921874999998e-008	5.419393e-001
2.581640624999998e-008	5.421195e-001
2.593359374999998e-008	5.424008e-001
2.605078124999998e-008	5.428218e-001
2.616796874999998e-008	5.434251e-001
2.628515624999998e-008	5.442538e-001
2.640234374999998e-008	5.453488e-001
2.651953124999998e-008	5.467449e-001
2.687109374999997e-008	5.529619e-001
2.698828124999997e-008	5.557253e-001
2.710546874999997e-008	5.588014e-001
2.722265624999997e-008	5.621427e-001
2.733984374999997e-008	5.656860e-001
2.745703124999997e-008	5.693583e-001
2.757421874999997e-008	5.730840e-001
2.769140624999996e-008	5.767896e-001
2.780859374999996e-008	5.804080e-001
2.792578124999996e-008	5.838813e-001
2.804296874999996e-008	5.871623e-001
2.839453124999996e-008	5.955546e-001
2.862890624999996e-008	5.998303e-001
2.874609374999995e-008	6.015847e-001
2.886328124999995e-008	6.031029e-001
2.898046874999995e-008	6.044037e-001
2.909765624999995e-008	6.055071e-001
2.921484374999995e-008	6.064339e-001
2.933203124999995e-008	6.072038e-001
2.944921874999995e-008	6.078354e-001
2.956640624999995e-008	6.083456e-001
2.968359374999995e-008	6.087491e-001
2.980078124999994e-008	6.090642e-001
2.988281250000000e-008	6.092295e-001
3.001171875000000e-008	6.094239e-001
3.008203125000000e-008	6.094801e-001
3.017578125000000e-008	6.095144e-001
3.029296875000000e-008	6.095017e-001
3.041015625000000e-008	6.094229e-001
3.052734375000000e-008	6.092744e-001
3.064453124999999e-008	6.090584e-001
3.076171874999999e-008	6.087931e-001
3.087890624999999e-008	6.085342e-001
3.099609374999999e-008	6.083658e-001
3.111328124999999e-008	6.083376e-001
3.123046874999999e-008	6.084216e-001
3.134765624999999e-008	6.085485e-001
3.146484374999999e-008	6.086689e-001
3.158203124999999e-008	6.087708e-001
3.169921874999998e-008	6.088610e-001
3.181640624999998e-008	6.089478e-001
3.193359374999998e-008	6.090350e-001
3.205078124999998e-008	6.091239e-001
3.228515624999998e-008	6.093136e-001
3.251953124999998e-008	6.095311e-001
3.275390624999997e-008	6.097870e-001
3.310546874999997e-008	6.102551e-001
3.345703124999997e-008	6.108340e-001
3.388281250000000e-008	6.116965e-001
3.400000000000000e-008	6.119658e-001
3.401171875000000e-008	6.119985e-001
3.403515625000000e-008	6.120712e-001
3.408203125000000e-008	6.122299e-001
3.417578125000000e-008	6.125472e-001
3.429296874999999e-008	6.129207e-001
3.464453124999999e-008	6.139625e-001
3.499609374999999e-008	6.150361e-001
3.534765624999998e-008	6.161672e-001
3.558203124999998e-008	6.169397e-001
3.581640624999998e-008	6.177144e-001
3.605078124999998e-008	6.184794e-001
3.628515624999998e-008	6.192213e-001
3.651953124999997e-008	6.199259e-001
3.663671874999997e-008	6.202593e-001
3.675390624999997e-008	6.205777e-001
3.687109374999997e-008	6.208791e-001
3.698828124999997e-008	6.211616e-001
3.710546874999997e-008	6.214237e-001
3.722265624999997e-008	6.216640e-001
3.733984374999997e-008	6.218814e-001
3.745703124999996e-008	6.220751e-001
3.757421874999996e-008	6.222446e-001
3.780859374999996e-008	6.225104e-001
3.792578124999996e-008	6.226075e-001
3.804296874999996e-008	6.226828e-001
3.816015624999996e-008	6.227394e-001
3.827734374999996e-008	6.227813e-001
3.839453124999996e-008	6.228130e-001
3.851171874999995e-008	6.228385e-001
3.862890624999995e-008	6.228611e-001
3.886328124999995e-008	6.229060e-001
3.909765624999995e-008	6.229562e-001
3.944921874999995e-008	6.230433e-001
3.988281250000000e-008	6.231630e-001
4.000000000000000e-008	6.231964e-001
4.001171875000000e-008	6.231998e-001
4.003515625000000e-008	6.232066e-001
4.008203125000000e-008	6.232201e-001
4.017578125000000e-008	6.232474e-001
4.029296875000000e-008	6.232817e-001
4.041015624999999e-008	6.233160e-001
4.052734374999999e-008	6.233504e-001
4.064453124999999e-008	6.233845e-001
4.076171874999999e-008	6.234184e-001
4.087890624999999e-008	6.234521e-001
4.099609374999999e-008	6.234853e-001
4.111328124999999e-008	6.235183e-001
4.123046874999999e-008	6.235509e-001
4.134765624999999e-008	6.235831e-001
4.146484374999998e-008	6.236150e-001
4.158203124999998e-008	6.236464e-001
4.169921874999998e-008	6.236774e-001
4.181640624999998e-008	6.237080e-001
4.193359374999998e-008	6.237382e-001
4.205078124999998e-008	6.237679e-001
4.216796874999998e-008	6.237973e-001
4.240234374999998e-008	6.238548e-001
4.275390624999997e-008	6.239382e-001
4.345703124999996e-008	6.240954e-001
4.400000000000000e-008	6.242089e-001
4.401171875000000e-008	6.242111e-001
4.403515625000000e-008	6.242155e-001
4.581640624999997e-008	6.245113e-001
4.628515624999997e-008	6.245868e-001
4.640234374999996e-008	6.246113e-001
4.651953124999996e-008	6.246428e-001
4.663671874999996e-008	6.246873e-001
4.675390624999996e-008	6.247531e-001
4.687109374999996e-008	6.248518e-001
4.698828124999996e-008	6.249942e-001
4.710546874999996e-008	6.251838e-001
4.722265624999996e-008	6.254079e-001
4.733984374999996e-008	6.256323e-001
4.745703124999995e-008	6.258168e-001
4.757421874999995e-008	6.259399e-001
4.769140624999995e-008	6.260093e-001
4.780859374999995e-008	6.260492e-001
4.792578124999995e-008	6.260824e-001
4.804296874999995e-008	6.261204e-001
4.816015624999995e-008	6.261650e-001
4.851171874999994e-008	6.263106e-001
5.003515625000000e-008	6.268721e-001
5.017578124999999e-008	6.269152e-001
5.041015624999998e-008	6.269839e-001
5.076171874999998e-008	6.270823e-001
5.146484374999997e-008	6.272647e-001
5.357421874999995e-008	6.277095e-001
5.451171874999995e-008	6.278458e-001
5.931640624999990e-008	6.283551e-001
6.001171874999999e-008	6.284118e-001
6.003515624999999e-008	6.284136e-001
6.008203124999999e-008	6.284174e-001
6.017578124999998e-008	6.284250e-001
6.029296874999999e-008	6.284344e-001
6.041015624999999e-008	6.284438e-001
6.052734375000000e-008	6.284530e-001
6.064453125000001e-008	6.284621e-001
6.076171875000001e-008	6.284711e-001
6.087890625000002e-008	6.284801e-001
6.099609375000002e-008	6.284889e-001
6.111328125000003e-008	6.284977e-001
6.123046875000003e-008	6.285064e-001
6.134765625000004e-008	6.285151e-001
6.146484375000004e-008	6.285236e-001
6.158203125000005e-008	6.285322e-001
6.169921875000005e-008	6.285406e-001
6.181640625000006e-008	6.285489e-001
6.193359375000007e-008	6.285572e-001
6.205078125000007e-008	6.285654e-001
6.216796875000008e-008	6.285737e-001
6.228515625000008e-008	6.285818e-001
6.251953125000009e-008	6.285978e-001
6.287109375000011e-008	6.286214e-001
6.345703125000014e-008	6.286597e-001
6.990234375000044e-008	6.290098e-001
8.326171875000107e-008	6.294992e-001
1.031835937500020e-007	6.299665e-001
1.125585937500024e-007	6.301311e-001
1.198828125000000e-007	6.302440e-001
1.200000000000000e-007	6.302457e-001
Step Information: Run=2  (Run: 2/100)
0.000000000000000e+000	0.000000e+000
1.171874952965771e-015	2.468698e-001
1.691514722944756e-015	2.995820e-001
2.730794262902725e-015	3.153439e-001
4.809353342818663e-015	3.166492e-001
8.966471502650538e-015	3.035337e-001
1.451024153830288e-014	2.950382e-001
2.447953963561260e-014	2.916078e-001
4.029986900245554e-014	2.911898e-001
7.194052773614140e-014	2.913449e-001
1.352218452035132e-013	2.916200e-001
2.617844801382566e-013	2.921663e-001
5.149097500077436e-013	2.932613e-001
1.021160289746718e-012	2.954354e-001
2.033661369224666e-012	2.997227e-001
4.058663528180561e-012	3.080381e-001
8.108667846092354e-012	3.236721e-001
1.620867648191594e-011	3.513596e-001
3.240869375356310e-011	3.952127e-001
6.480872829685744e-011	4.522977e-001
1.296087973834461e-010	5.069632e-001
2.467962973834461e-010	5.385303e-001
3.639837973834462e-010	5.447313e-001
4.811712973834462e-010	5.458795e-001
5.983587973834462e-010	5.473199e-001
7.155462973834462e-010	5.487855e-001
8.327337973834462e-010	5.501155e-001
9.499212973834461e-010	5.512571e-001
1.067108797383446e-009	5.522658e-001
1.184296297383446e-009	5.531703e-001
1.282812500000000e-009	5.537982e-001
1.400000000000000e-009	5.540882e-001
1.411718750000000e-009	5.528844e-001
1.435156250000000e-009	5.509306e-001
1.482031250000000e-009	5.489479e-001
1.575781250000000e-009	5.478678e-001
1.692968750000000e-009	5.477635e-001
2.396093750000001e-009	5.482000e-001
3.333593750000002e-009	5.486426e-001
4.505468750000000e-009	5.490444e-001
5.911718749999997e-009	5.493708e-001
7.669531249999994e-009	5.496243e-001
1.001328125000001e-008	5.498075e-001
1.364609375000002e-008	5.499263e-001
1.528671875000002e-008	5.499499e-001
1.540000000000000e-008	5.499511e-001
1.541132812500000e-008	5.484378e-001
1.543398437499999e-008	5.462113e-001
1.547929687499998e-008	5.437241e-001
1.556992187499997e-008	5.413277e-001
1.568710937499996e-008	5.397118e-001
1.580429687499996e-008	5.387301e-001
1.592148437499996e-008	5.380111e-001
1.603867187499996e-008	5.374687e-001
1.615585937499996e-008	5.371703e-001
1.627304687499996e-008	5.371659e-001
1.639023437499996e-008	5.373504e-001
1.650742187499996e-008	5.375101e-001
1.662460937499995e-008	5.375296e-001
1.670703124999718e-008	5.374423e-001
1.678437499983815e-008	5.373004e-001
1.680000000000000e-008	5.372681e-001
1.680156250001618e-008	5.373896e-001
1.680468750004855e-008	5.376228e-001
1.681093750011329e-008	5.380455e-001
1.682343750024276e-008	5.387439e-001
1.684843750050171e-008	5.397257e-001
1.689843750101962e-008	5.407804e-001
1.699843750205542e-008	5.415651e-001
1.711562500205542e-008	5.417775e-001
2.000000000000000e-008	5.417824e-001
2.001171875000000e-008	5.417824e-001
2.003515625000000e-008	5.417823e-001
2.008203125000000e-008	5.417821e-001
2.017578125000000e-008	5.417818e-001
2.029296875000000e-008	5.417815e-001
2.041015625000000e-008	5.417814e-001
2.052734375000000e-008	5.417814e-001
2.064453124999999e-008	5.417814e-001
2.076171874999999e-008	5.417816e-001
2.087890624999999e-008	5.417818e-001
2.111328124999999e-008	5.417823e-001
2.169921874999998e-008	5.417841e-001
2.400000000000000e-008	5.418003e-001
2.401171875000000e-008	5.418000e-001
2.403515625000000e-008	5.417997e-001
2.487890624999999e-008	5.418082e-001
2.511328124999999e-008	5.418197e-001
2.523046874999999e-008	5.418320e-001
2.534765624999999e-008	5.418533e-001
2.546484374999999e-008	5.418901e-001
2.558203124999999e-008	5.419530e-001
2.569921874999998e-008	5.420581e-001
2.581640624999998e-008	5.422287e-001
2.593359374999998e-008	5.424957e-001
2.605078124999998e-008	5.428963e-001
2.616796874999998e-008	5.434719e-001
2.628515624999998e-008	5.442652e-001
2.640234374999998e-008	5.453159e-001
2.651953124999998e-008	5.466590e-001
2.687109374999997e-008	5.526690e-001
2.698828124999997e-008	5.553519e-001
2.710546874999997e-008	5.583457e-001
2.722265624999997e-008	5.616057e-001
2.733984374999997e-008	5.650709e-001
2.745703124999997e-008	5.686702e-001
2.757421874999997e-008	5.723284e-001
2.769140624999996e-008	5.759724e-001
2.780859374999996e-008	5.795352e-001
2.792578124999996e-008	5.829585e-001
2.804296874999996e-008	5.861948e-001
2.839453124999996e-008	5.944795e-001
2.862890624999996e-008	5.987020e-001
2.874609374999995e-008	6.004347e-001
2.886328124999995e-008	6.019341e-001
2.898046874999995e-008	6.032192e-001
2.909765624999995e-008	6.043099e-001
2.921484374999995e-008	6.052269e-001
2.933203124999995e-008	6.059905e-001
2.944921874999995e-008	6.066195e-001
2.956640624999995e-008	6.071311e-001
2.968359374999995e-008	6.075405e-001
2.980078124999994e-008	6.078664e-001
2.988281250000000e-008	6.080432e-001
3.001171875000000e-008	6.082610e-001
3.008203125000000e-008	6.083354e-001
3.017578125000000e-008	6.083992e-001
3.029296875000000e-008	6.084316e-001
3.041015625000000e-008	6.084083e-001
3.052734375000000e-008	6.083263e-001
3.064453124999999e-008	6.081839e-001
3.076171874999999e-008	6.079834e-001
3.087890624999999e-008	6.077474e-001
3.099609374999999e-008	6.075316e-001
3.111328124999999e-008	6.073986e-001
3.123046874999999e-008	6.073709e-001
3.134765624999999e-008	6.074223e-001
3.146484374999999e-008	6.075079e-001
3.158203124999999e-008	6.075938e-001
3.169921874999998e-008	6.076665e-001
3.181640624999998e-008	6.077278e-001
3.193359374999998e-008	6.077834e-001
3.205078124999998e-008	6.078385e-001
3.228515624999998e-008	6.079605e-001
3.251953124999998e-008	6.081126e-001
3.275390624999997e-008	6.083030e-001
3.310546874999997e-008	6.086685e-001
3.345703124999997e-008	6.091365e-001
3.388281250000000e-008	6.098498e-001
3.400000000000000e-008	6.100747e-001
3.401171875000000e-008	6.101021e-001
3.403515625000000e-008	6.101634e-001
3.408203125000000e-008	6.102988e-001
3.417578125000000e-008	6.105725e-001
3.429296874999999e-008	6.108970e-001
3.476171874999999e-008	6.121122e-001
3.511328124999999e-008	6.130759e-001
3.546484374999998e-008	6.140930e-001
3.569921874999998e-008	6.147882e-001
3.593359374999998e-008	6.154866e-001
3.616796874999998e-008	6.161776e-001
3.640234374999997e-008	6.168493e-001
3.651953124999997e-008	6.171740e-001
3.663671874999997e-008	6.174888e-001
3.675390624999997e-008	6.177920e-001
3.687109374999997e-008	6.180818e-001
3.698828124999997e-008	6.183562e-001
3.710546874999997e-008	6.186135e-001
3.722265624999997e-008	6.188518e-001
3.733984374999997e-008	6.190697e-001
3.745703124999996e-008	6.192659e-001
3.769140624999996e-008	6.195890e-001
3.780859374999996e-008	6.197148e-001
3.792578124999996e-008	6.198171e-001
3.804296874999996e-008	6.198972e-001
3.816015624999996e-008	6.199580e-001
3.827734374999996e-008	6.200033e-001
3.839453124999996e-008	6.200375e-001
3.851171874999995e-008	6.200644e-001
3.862890624999995e-008	6.200876e-001
3.886328124999995e-008	6.201317e-001
3.909765624999995e-008	6.201798e-001
3.944921874999995e-008	6.202635e-001
3.988281250000000e-008	6.203793e-001
4.000000000000000e-008	6.204118e-001
4.001171875000000e-008	6.204150e-001
4.003515625000000e-008	6.204216e-001
4.008203125000000e-008	6.204349e-001
4.017578125000000e-008	6.204616e-001
4.029296875000000e-008	6.204951e-001
4.041015624999999e-008	6.205288e-001
4.052734374999999e-008	6.205623e-001
4.064453124999999e-008	6.205958e-001
4.076171874999999e-008	6.206291e-001
4.087890624999999e-008	6.206622e-001
4.099609374999999e-008	6.206949e-001
4.111328124999999e-008	6.207273e-001
4.123046874999999e-008	6.207594e-001
4.134765624999999e-008	6.207911e-001
4.146484374999998e-008	6.208224e-001
4.158203124999998e-008	6.208534e-001
4.169921874999998e-008	6.208839e-001
4.181640624999998e-008	6.209141e-001
4.193359374999998e-008	6.209439e-001
4.205078124999998e-008	6.209732e-001
4.216796874999998e-008	6.210022e-001
4.240234374999998e-008	6.210591e-001
4.275390624999997e-008	6.211416e-001
4.369140624999996e-008	6.213464e-001
4.400000000000000e-008	6.214095e-001
4.401171875000000e-008	6.214113e-001
4.403515625000000e-008	6.214153e-001
4.581640624999997e-008	6.217034e-001
4.640234374999996e-008	6.217923e-001
4.663671874999996e-008	6.218424e-001
4.675390624999996e-008	6.218803e-001
4.687109374999996e-008	6.219352e-001
4.698828124999996e-008	6.220169e-001
4.710546874999996e-008	6.221361e-001
4.733984374999996e-008	6.225002e-001
4.745703124999995e-008	6.227129e-001
4.757421874999995e-008	6.228987e-001
4.769140624999995e-008	6.230289e-001
4.792578124999995e-008	6.231385e-001
4.804296874999995e-008	6.231633e-001
4.816015624999995e-008	6.231921e-001
4.827734374999995e-008	6.232292e-001
4.851171874999994e-008	6.233173e-001
5.001171875000000e-008	6.238479e-001
5.017578124999999e-008	6.238959e-001
5.041015624999998e-008	6.239611e-001
5.076171874999998e-008	6.240546e-001
5.158203124999997e-008	6.242554e-001
5.333984374999996e-008	6.246094e-001
5.439453124999995e-008	6.247585e-001
5.931640624999990e-008	6.252608e-001
6.001171874999999e-008	6.253151e-001
6.003515624999999e-008	6.253169e-001
6.008203124999999e-008	6.253205e-001
6.017578124999998e-008	6.253279e-001
6.029296874999999e-008	6.253369e-001
6.041015624999999e-008	6.253459e-001
6.052734375000000e-008	6.253548e-001
6.064453125000001e-008	6.253636e-001
6.076171875000001e-008	6.253723e-001
6.087890625000002e-008	6.253809e-001
6.099609375000002e-008	6.253895e-001
6.111328125000003e-008	6.253979e-001
6.123046875000003e-008	6.254063e-001
6.134765625000004e-008	6.254146e-001
6.146484375000004e-008	6.254228e-001
6.158203125000005e-008	6.254311e-001
6.169921875000005e-008	6.254392e-001
6.181640625000006e-008	6.254472e-001
6.193359375000007e-008	6.254552e-001
6.205078125000007e-008	6.254631e-001
6.216796875000008e-008	6.254710e-001
6.240234375000009e-008	6.254866e-001
6.275390625000010e-008	6.255095e-001
6.345703125000014e-008	6.255540e-001
7.365234375000062e-008	6.260484e-001
8.876953125000132e-008	6.265131e-001
1.113867187500024e-007	6.269620e-001
1.124414062500024e-007	6.269789e-001
1.198828125000000e-007	6.270906e-001
1.200000000000000e-007	6.270922e-001
Step Information: Run=3  (Run: 3/100)
0.000000000000000e+000	0.000000e+000
1.171874952965771e-015	2.501884e-001
1.705953468141109e-015	3.048701e-001
2.774110498491786e-015	3.205490e-001
4.910424559193138e-015	3.205147e-001
9.183052680595844e-015	3.062458e-001
1.471178454007458e-014	2.976296e-001
2.491055908928157e-014	2.940666e-001
4.083056612199676e-014	2.935941e-001
7.267058018742713e-014	2.937539e-001
1.363506083182879e-013	2.940289e-001
2.637106645800094e-013	2.945750e-001
5.184307771034523e-013	2.956703e-001
1.027871002150338e-012	2.978450e-001
2.046751452244110e-012	3.021337e-001
4.084512352431654e-012	3.104510e-001
8.160034152806743e-012	3.260849e-001
1.631107775355692e-011	3.537575e-001
3.261316495505727e-011	3.975358e-001
6.521733935805798e-011	4.543664e-001
1.304256881640594e-010	5.084492e-001
2.476131881640594e-010	5.389254e-001
3.648006881640594e-010	5.444956e-001
4.819881881640594e-010	5.453563e-001
5.991756881640594e-010	5.466568e-001
7.163631881640594e-010	5.480371e-001
8.335506881640595e-010	5.493056e-001
9.507381881640594e-010	5.504029e-001
1.067925688164059e-009	5.513810e-001
1.185113188164059e-009	5.522740e-001
1.282812500000000e-009	5.529289e-001
1.400000000000000e-009	5.534800e-001
1.411718750000000e-009	5.522667e-001
1.435156250000000e-009	5.504114e-001
1.482031250000000e-009	5.485990e-001
1.575781250000000e-009	5.476464e-001
1.692968750000000e-009	5.475816e-001
2.396093750000001e-009	5.480729e-001
3.333593750000002e-009	5.485666e-001
4.388281250000001e-009	5.489706e-001
5.677343749999997e-009	5.493110e-001
7.200781249999993e-009	5.495689e-001
9.192968750000001e-009	5.497634e-001
1.212265625000001e-008	5.498976e-001
1.528671875000002e-008	5.499539e-001
1.540000000000000e-008	5.499550e-001
1.541132812500000e-008	5.485095e-001
1.543398437499999e-008	5.463881e-001
1.547929687499998e-008	5.440301e-001
1.556992187499997e-008	5.417735e-001
1.568710937499996e-008	5.402563e-001
1.580429687499996e-008	5.393257e-001
1.592148437499996e-008	5.386288e-001
1.603867187499996e-008	5.380905e-001
1.615585937499996e-008	5.377804e-001
1.627304687499996e-008	5.377476e-001
1.639023437499996e-008	5.378920e-001
1.650742187499996e-008	5.380115e-001
1.662460937499995e-008	5.379988e-001
1.673203124999427e-008	5.378503e-001
1.678437499983815e-008	5.377450e-001
1.680000000000000e-008	5.377113e-001
1.680156250001618e-008	5.378271e-001
1.680468750004855e-008	5.380492e-001
1.681093750011329e-008	5.384518e-001
1.682343750024276e-008	5.391158e-001
1.684843750050171e-008	5.400455e-001
1.689843750101962e-008	5.410341e-001
1.699843750205542e-008	5.417489e-001
1.711562500205542e-008	5.419240e-001
2.000000000000000e-008	5.419086e-001
2.001171875000000e-008	5.419085e-001
2.003515625000000e-008	5.419084e-001
2.008203125000000e-008	5.419082e-001
2.017578125000000e-008	5.419080e-001
2.029296875000000e-008	5.419078e-001
2.041015625000000e-008	5.419077e-001
2.052734375000000e-008	5.419078e-001
2.064453124999999e-008	5.419080e-001
2.076171874999999e-008	5.419082e-001
2.087890624999999e-008	5.419085e-001
2.111328124999999e-008	5.419093e-001
2.169921874999998e-008	5.419119e-001
2.400000000000000e-008	5.419331e-001
2.401171875000000e-008	5.419328e-001
2.403515625000000e-008	5.419324e-001
2.464453124999999e-008	5.419409e-001
2.487890624999999e-008	5.419551e-001
2.499609374999999e-008	5.419708e-001
2.511328124999999e-008	5.419989e-001
2.523046874999999e-008	5.420485e-001
2.534765624999999e-008	5.421350e-001
2.546484374999999e-008	5.422812e-001
2.558203124999999e-008	5.425191e-001
2.569921874999998e-008	5.428889e-001
2.581640624999998e-008	5.434368e-001
2.593359374999998e-008	5.442113e-001
2.605078124999998e-008	5.452585e-001
2.616796874999998e-008	5.466191e-001
2.651953124999998e-008	5.528426e-001
2.663671874999998e-008	5.556503e-001
2.675390624999997e-008	5.587885e-001
2.687109374999997e-008	5.622039e-001
2.698828124999997e-008	5.658262e-001
2.710546874999997e-008	5.695755e-001
2.722265624999997e-008	5.733693e-001
2.733984374999997e-008	5.771291e-001
2.745703124999997e-008	5.807838e-001
2.757421874999997e-008	5.842737e-001
2.769140624999996e-008	5.875510e-001
2.804296874999996e-008	5.958245e-001
2.816015624999996e-008	5.980281e-001
2.827734374999996e-008	5.999614e-001
2.839453124999996e-008	6.016391e-001
2.851171874999996e-008	6.030802e-001
2.862890624999996e-008	6.043062e-001
2.874609374999995e-008	6.053400e-001
2.886328124999995e-008	6.062040e-001
2.898046874999995e-008	6.069199e-001
2.909765624999995e-008	6.075078e-001
2.921484374999995e-008	6.079857e-001
2.933203124999995e-008	6.083698e-001
2.944921874999995e-008	6.086737e-001
2.956640624999995e-008	6.089089e-001
2.968359374999995e-008	6.090847e-001
2.980078124999994e-008	6.092118e-001
2.988281250000000e-008	6.092702e-001
3.001171875000000e-008	6.093254e-001
3.008203125000000e-008	6.093270e-001
3.017578125000000e-008	6.093044e-001
3.029296875000000e-008	6.092412e-001
3.041015625000000e-008	6.091347e-001
3.052734375000000e-008	6.089796e-001
3.064453124999999e-008	6.087724e-001
3.076171874999999e-008	6.085160e-001
3.087890624999999e-008	6.082386e-001
3.099609374999999e-008	6.080019e-001
3.111328124999999e-008	6.078669e-001
3.123046874999999e-008	6.078463e-001
3.134765624999999e-008	6.079041e-001
3.146484374999999e-008	6.079928e-001
3.158203124999999e-008	6.080799e-001
3.169921874999998e-008	6.081550e-001
3.181640624999998e-008	6.082209e-001
3.193359374999998e-008	6.082830e-001
3.205078124999998e-008	6.083457e-001
3.228515624999998e-008	6.084862e-001
3.251953124999998e-008	6.086594e-001
3.275390624999997e-008	6.088738e-001
3.310546874999997e-008	6.092811e-001
3.345703124999997e-008	6.097982e-001
3.388281250000000e-008	6.105815e-001
3.400000000000000e-008	6.108276e-001
3.401171875000000e-008	6.108590e-001
3.403515625000000e-008	6.109272e-001
3.408203125000000e-008	6.110737e-001
3.417578125000000e-008	6.113657e-001
3.429296874999999e-008	6.117117e-001
3.476171874999999e-008	6.130201e-001
3.511328124999999e-008	6.140631e-001
3.546484374999998e-008	6.151727e-001
3.569921874999998e-008	6.159349e-001
3.593359374999998e-008	6.167014e-001
3.616796874999998e-008	6.174594e-001
3.640234374999997e-008	6.181952e-001
3.651953124999997e-008	6.185502e-001
3.663671874999997e-008	6.188939e-001
3.675390624999997e-008	6.192243e-001
3.687109374999997e-008	6.195395e-001
3.698828124999997e-008	6.198373e-001
3.710546874999997e-008	6.201159e-001
3.722265624999997e-008	6.203734e-001
3.733984374999997e-008	6.206084e-001
3.745703124999996e-008	6.208198e-001
3.769140624999996e-008	6.211681e-001
3.780859374999996e-008	6.213043e-001
3.792578124999996e-008	6.214157e-001
3.804296874999996e-008	6.215041e-001
3.816015624999996e-008	6.215724e-001
3.827734374999996e-008	6.216248e-001
3.839453124999996e-008	6.216655e-001
3.851171874999995e-008	6.216989e-001
3.862890624999995e-008	6.217283e-001
3.886328124999995e-008	6.217843e-001
3.909765624999995e-008	6.218435e-001
3.944921874999995e-008	6.219417e-001
3.988281250000000e-008	6.220729e-001
4.000000000000000e-008	6.221091e-001
4.001171875000000e-008	6.221127e-001
4.003515625000000e-008	6.221200e-001
4.008203125000000e-008	6.221346e-001
4.017578125000000e-008	6.221641e-001
4.029296875000000e-008	6.222008e-001
4.041015624999999e-008	6.222377e-001
4.052734374999999e-008	6.222743e-001
